R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Minotauro Nogueira,Fabricio Werdum,245.0,-265,245.0,37.73584906,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Blue,False,Heavyweight,MALE,5,0,2,0,35.33333333,0.566666667,0.0,0.333333333,0.083333333,2,2,11,0,0,0,1,3,0,0,4,Orthodox,193.04,195.58,231,0,1,0,22.375,0.38875,1.25,0.875,0.16375,2,3,16,2,0,0,2,1,2,0,5,Orthodox,190.5,195.58,240,37,35,0,1,0,-1,1,-5,-2,2,-2,2.54,0.0,2,12.95833333,-1.25,-0.541666667,0,1,3.0,8.0,,,,,8.0,,,,,,,,,,,,,3.0,,,,,,,,,Blue,,,,,,600.0,325.0,1100.0,500.0,450.0,115.0
William Patolino,Leonardo Santos,140.0,-150,140.0,66.66666667,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Blue,True,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,21,33,0,0,0,0,0,0,0,0,0,2.54,0.0,-12,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,235.0,,200.0,,827.0
Thiago Silva,Rafael Feijao,190.0,-210,190.0,47.61904762,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,205,4,0,0,27.9,0.558,0.4,0.6,0.35,4,5,19,0,0,0,0,5,0,0,5,Orthodox,187.96,187.96,205,30,33,4,0,-4,-5,5,-19,0,-5,0,-2.54,-2.54,-3,-27.9,-0.4,-0.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,450.0,,1200.0,,380.0,
Erick Silva,Jason High,-410.0,365,24.3902439,365.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Welterweight,MALE,3,1,0,0,12.0,0.38,3.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,1,0,0,10.25,0.63,1.0,0.5,0.165,1,2,6,0,0,0,0,1,1,0,2,Orthodox,182.88,187.96,170,28,31,0,0,-1,-2,1,-3,0,-1,-1,-10.16,-7.62,-3,1.75,2.0,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,1:11,71.0,450.0,450.0,1200.0,1000.0,380.0,1200.0
Daniel Sarafian,Eddie Mendez,-440.0,390,22.72727273,390.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,193.04,185,1,0,0,38.0,0.38,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,30,29,1,0,0,0,1,-3,0,0,0,2.54,7.62,1,-38.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,2:20,140.0,180.0,550.0,170.0,1700.0,250.0,900.0
Rony Jason,Mike Wilkinson,-330.0,300,30.3030303,300.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Featherweight,MALE,3,0,1,0,54.0,0.33,0.0,1.0,0.08,1,0,3,0,0,0,1,0,0,0,1,Switch,170.18,172.72,145,0,2,0,41.0,0.47,0.5,0.5,0.5,2,0,5,1,0,0,1,1,0,0,2,Orthodox,170.18,177.8,145,29,25,0,-1,-1,-1,0,-2,-1,-1,0,0.0,-5.08,4,13.0,-0.5,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1.0,1:24,84.0,275.0,380.0,250.0,1600.0,160.0,950.0
Raphael Assuncao,Vaughan Lee,-430.0,380,23.25581395,380.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,1,0,17.75,0.45,1.0,1.0,0.11,1,2,8,0,0,0,1,0,1,0,2,Orthodox,167.64,167.64,125,0,3,0,39.5,0.495,0.0,0.75,0.0925,3,1,9,0,0,0,2,1,0,0,3,Orthodox,165.1,167.64,135,30,30,0,-2,-2,-1,-1,-1,0,-1,1,2.54,0.0,0,-21.75,1.0,0.25,0,1,,6.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,Red,SUB,Armbar,2.0,1:51,411.0,158.0,480.0,240.0,1208.0,439.0,1150.0
Godofredo Pepey,Felipe Arantes,200.0,-220,200.0,45.45454545,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Blue,False,Featherweight,MALE,3,1,0,0,40.0,0.53,0.0,0.666666667,0.333333333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,172.72,185.42,135,0,1,0,34.0,0.425,0.5,0.0,0.0,1,1,6,1,0,1,0,0,0,0,1,Orthodox,170.18,185.42,145,25,25,-1,-1,0,0,-1,3,-1,0,0,2.54,0.0,0,6.0,-0.5,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,1.0,3:32,212.0,,130.0,,1050.0,,325.0
Ildemar Alcantara,Leandro Silva,-170.0,160,58.82352941,160.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,0,1,0,24.0,0.43,3.0,2.0,0.66,1,0,2,0,0,0,0,0,1,0,1,Orthodox,187.96,198.12,185,30,27,0,-1,-1,-1,0,-2,0,0,-1,-12.7,-15.24,3,-24.0,-3.0,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,317.0,450.0,800.0,1200.0,175.0,380.0
Rodrigo Damm,Mizuto Hirota,-155.0,145,64.51612903,145.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Featherweight,MALE,3,1,0,0,4.0,0.28,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,155,1,0,0,30.5,0.415,0.5,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,155,33,32,0,0,-1,-1,0,-1,0,0,-1,0.0,-10.16,1,-26.5,-0.5,1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,144.0,381.0,445.0,1725.0,1235.0,320.0
Caio Magalhaes,Karlos Vemola,115.0,-125,115.0,80.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Middleweight,MALE,3,1,0,0,12.2,0.392,1.2,1.0,0.324,1,3,11,0,0,0,0,1,1,0,2,Orthodox,182.88,190.5,185,1,0,0,22.0,0.23,0.0,2.0,0.13,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185,25,27,0,0,1,2,-2,8,0,1,1,-2.54,5.08,-2,-9.8,1.2,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:49,469.0,480.0,366.0,250.0,800.0,850.0,250.0
Antonio Braga Neto,Anthony Smith,-240.0,220,41.66666667,220.0,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185,25,24,0,0,0,0,0,0,0,0,0,2.54,-2.54,1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kneebar,1.0,1:52,112.0,631.0,1100.0,-125.0,2065.0,745.0,300.0
Cain Velasquez,Antonio Silva,-705.0,570,14.18439716,570.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,True,Heavyweight,MALE,5,0,2,0,12.33333333,0.56,0.0,0.0,0.0,2,1,5,0,0,0,0,2,0,0,2,Orthodox,193.04,203.2,264,0,2,0,43.9,0.59,0.2,2.7,0.478,7,1,18,3,0,0,2,7,0,0,9,Orthodox,185.42,195.58,240,30,33,0,0,-5,-7,0,-13,-3,-5,0,7.62,7.62,-3,-31.56666667,-0.2,-2.7,0,1,4.0,0.0,,,,,0.0,,,,,,,,6.0,,,,,4.0,,,,,,,,,Red,KO/TKO,Punch,1.0,1:21,81.0,650.0,1500.0,1500.0,2200.0,-380.0,825.0
Junior Dos Santos,Mark Hunt,-475.0,420,21.05263158,420.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,4,0,24.0,0.45,0.2,0.8,0.4,4,1,10,0,0,0,1,3,0,0,4,Orthodox,177.8,182.88,265,1,0,0,46.5,0.532,0.0,0.3,0.15,9,1,21,3,0,0,2,7,0,0,9,Orthodox,193.04,195.58,238,29,39,1,4,-5,-5,0,-11,-3,-4,0,-15.24,-12.7,-10,-22.5,0.2,0.5,0,1,9.0,1.0,,,,,1.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,KO/TKO,Kick,3.0,4:18,858.0,200.0,800.0,400.0,3500.0,200.0,420.0
Glover Teixeira,James Te Huna,-420.0,375,23.80952381,375.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,4,0,37.66666667,0.65,0.166666667,1.833333333,0.246666667,4,1,12,0,0,0,2,3,0,0,5,Orthodox,187.96,190.5,185,0,3,0,60.0,0.506666667,0.666666667,2.666666667,0.666666667,3,0,6,0,0,0,1,0,1,1,3,Orthodox,187.96,193.04,205,33,31,0,1,1,2,-1,6,0,2,-1,0.0,-2.54,2,-22.33333333,-0.5,-0.833333334,0,1,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,Red,SUB,Guillotine Choke,1.0,2:38,158.0,180.0,600.0,280.0,2000.0,350.0,450.0
Gray Maynard,TJ Grant,-135.0,125,74.07407407,125.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,4,0,48.4,0.517,0.5,1.4,0.336,4,3,26,0,0,1,3,2,1,0,7,Orthodox,177.8,182.88,155,0,1,0,30.66666667,0.363333333,0.75,2.583333333,0.501666667,8,3,38,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,34,29,0,3,-4,-2,0,-12,-2,1,1,2.54,5.08,5,17.73333333,-0.25,-1.183333333,0,1,6.0,3.0,,,,,,,,,3.0,,,,,,,,,,,,,6.0,,,,,Red,KO/TKO,Punches,1.0,2:07,127.0,120.0,350.0,700.0,600.0,500.0,950.0
Donald Cerrone,KJ Noons,-270.0,248,37.03703704,248.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,1,0,0,44.125,0.465,0.25,0.5,0.135,4,2,15,0,0,0,2,2,2,0,6,Orthodox,185.42,185.42,155,30,30,1,0,-4,-6,2,-15,0,-2,-2,-7.62,-2.54,0,-44.125,-0.25,-0.5,0,1,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,173.0,470.0,610.0,3425.0,215.0,515.0
Mike Pyle,Rick Story,150.0,-160,150.0,62.5,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,38.41666667,0.408333333,1.083333333,2.5,0.5875,6,4,30,0,0,2,3,2,1,0,8,Southpaw,175.26,180.34,170,0,3,0,19.0,0.43,0.8,1.1,0.254,3,3,19,0,0,0,2,3,2,0,7,Orthodox,182.88,187.96,170,37,28,0,-2,3,1,-1,11,0,-1,-1,-7.62,-7.62,9,19.41666667,0.283333333,1.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,360.0,282.0,1360.0,740.0,400.0,220.0
Dennis Bermudez,Max Holloway,-295.0,265,33.89830508,265.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,3,0,69.5,0.3625,0.0,0.0,0.0,3,1,9,0,0,1,1,1,0,0,3,Orthodox,180.34,175.26,155,0,3,0,50.5,0.4625,1.25,2.5,0.595,3,1,8,1,0,1,1,0,1,0,3,Orthodox,167.64,167.64,155,26,21,0,0,0,0,0,1,-1,1,-1,12.7,7.62,5,19.0,-1.25,-2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,201.0,438.0,272.0,2450.0,325.0,700.0
Colton Smith,Robert Whittaker,-140.0,130,71.42857143,130.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,83.0,0.41,0.0,0.0,0.0,1,0,3,1,0,0,1,0,0,0,1,Orthodox,182.88,185.42,185,0,1,0,15.0,0.83,1.0,7.0,0.43,1,0,3,1,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,25,22,0,0,0,0,0,0,0,0,0,0.0,5.08,3,68.0,-1.0,-7.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,0:41,641.0,106.0,568.0,545.0,484.0,1000.0,400.0
Khabib Nurmagomedov,Abel Trujillo,-305.0,275,32.78688525,275.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,57.0,0.76,2.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,172.72,177.8,155,0,3,0,27.33333333,0.463333333,0.333333333,1.0,0.11,3,0,7,0,0,0,1,1,1,0,3,Orthodox,177.8,177.8,155,24,29,0,-2,-2,-2,0,-5,0,0,-1,-5.08,0.0,-5,29.66666667,1.666666667,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,281.0,550.0,428.0,1700.0,170.0,500.0
Stephen Thompson,Nah-Shon Burrell,-170.0,160,58.82352941,160.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,121.0,0.56,1.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,170,1,0,0,44.5,0.535,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,170,30,23,1,1,0,0,1,-1,0,-1,0,-2.54,-5.08,7,76.5,1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,349.0,1855.0,1470.0,150.0,390.0
Brian Bowles,George Roop,-295.0,265,33.89830508,265.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,1,0,36.75,0.3475,0.125,0.625,0.3325,1,5,20,0,0,1,1,1,0,0,3,Orthodox,185.42,182.88,135,1,0,0,20.33333333,0.276666667,0.333333333,0.666666667,0.666666667,2,1,6,0,0,0,1,0,1,0,2,Orthodox,170.18,177.8,135,32,31,1,1,-1,1,-4,14,0,1,-1,15.24,5.08,1,16.41666667,-0.208333333,-0.041666667,0,1,,8.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2.0,1:43,403.0,321.0,471.0,300.0,1135.0,200.0,800.0
Jeremy Stephens,Estevan Payan,-170.0,160,58.82352941,160.0,5/25/2013,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,3,0,0,30.86666667,0.436,0.533333333,1.2,0.348,2,8,38,0,0,1,2,3,0,1,7,Orthodox,172.72,180.34,145,27,31,3,0,-2,-7,8,-38,0,-4,0,5.08,2.54,-4,-30.86666667,-0.533333333,-1.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,388.0,350.0,800.0,1685.0,120.0,525.0
Vitor Belfort,Luke Rockhold,-105.0,-105,95.23809524,95.23809524,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Middleweight,MALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,195.58,185,0,1,0,10.64705882,0.500588235,0.470588235,0.352941176,0.161764706,3,6,27,5,0,0,0,8,2,1,11,Southpaw,182.88,187.96,185,36,28,0,-1,-3,-11,6,-27,-5,-9,-2,7.62,7.62,8,-10.64705882,-0.470588235,-0.352941176,0,1,5.0,2.0,,,,,,,2.0,,,,,,,,,,,,,5.0,,,,,,,Red,KO/TKO,Kick,1.0,2:32,152.0,675.0,265.0,1000.0,475.0,150.0,345.0
Jacare Souza,Chris Camozzi,-600.0,500,16.66666667,500.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,4,0,50.125,0.4475,0.375,0.0,0.0,4,2,22,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,185,33,26,0,4,4,6,-2,22,0,1,1,2.54,10.16,7,50.125,0.375,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,3:37,217.0,300.0,800.0,-175.0,2500.0,650.0,850.0
Rafael Dos Anjos,Evan Dunham,-210.0,190,47.61904762,190.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,1,0,60.9,0.39,1.2,1.3,0.378,4,3,25,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,0,3,0,28.0,0.376363636,0.818181818,2.181818182,0.318181818,3,4,28,0,0,0,4,1,2,0,7,Southpaw,172.72,177.8,170,28,31,0,-2,1,0,1,-3,0,1,-1,5.08,0.0,-3,32.9,0.381818182,-0.881818182,0,1,,10.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,150.0,250.0,430.0,1600.0,500.0,950.0
Rafael Natal,Joao Zeferino,-300.0,270,33.33333333,270.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,0,1,0,42.83333333,0.483333333,1.0,3.166666667,0.378333333,2,3,17,0,0,0,2,0,1,0,3,Orthodox,182.88,193.04,185,30,27,0,-1,-2,-3,3,-17,0,0,-1,-2.54,-7.62,3,-42.83333333,-1.0,-3.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,145.0,440.0,455.0,1310.0,300.0,1150.0
Hacran Dias,Nik Lentz,-109.0,-101,91.74311927,99.00990099,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Blue,False,Featherweight,MALE,3,0,2,0,40.36363636,0.548181818,1.454545455,3.727272727,0.387272727,4,4,29,0,0,1,4,1,1,0,7,Orthodox,172.72,172.72,155,0,1,0,19.0,0.43,0.0,5.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,28,28,0,1,3,6,-4,26,0,1,1,0.0,-2.54,0,21.36363636,1.454545455,-1.272727273,0,1,10.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,Blue,U-DEC,,3.0,5:00,900.0,180.0,204.0,445.0,460.0,1700.0,1065.0
Francisco Trinaldo,Mike Rio,-320.0,290,31.25,290.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,1,0,30.0,0.44,1.0,4.0,0.36,1,0,3,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,0,1,0,26.0,0.63,1.0,0.666666667,0.133333333,1,1,6,0,0,0,0,1,1,0,2,Southpaw,175.26,177.8,155,34,31,0,0,0,-1,1,-3,0,-1,0,2.54,2.54,3,4.0,0.0,3.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,3:08,188.0,339.0,420.0,258.0,1200.0,175.0,1500.0
Gleison Tibau,John Cholish,-255.0,235,39.21568627,235.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Lightweight,MALE,3,1,0,0,42.0,0.51,0.0,1.0,0.16,1,1,5,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,155,1,0,0,21.94444444,0.356666667,0.833333333,3.722222222,0.572777778,3,7,45,0,0,2,5,1,3,0,11,Southpaw,177.8,180.34,155,29,29,0,0,-2,-10,6,-40,0,0,-3,2.54,2.54,0,20.05555556,-0.833333333,-2.722222222,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,2:34,454.0,130.0,317.0,320.0,1000.0,735.0,1100.0
Paulo Thiago,Michel Prazeres,-190.0,175,52.63157895,175.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,170,2,0,0,13.88888889,0.32,1.333333333,1.111111111,0.215555556,2,5,22,0,0,0,2,1,1,0,4,Orthodox,180.34,185.42,170,32,31,2,0,-2,-4,5,-22,0,-1,-1,-12.7,-15.24,1,-13.88888889,-1.333333333,-1.111111111,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,148.0,280.0,500.0,950.0,543.0,795.0
Iuri Alcantara,Iliarde Santos,-525.0,450,19.04761905,450.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,125,2,0,0,30.25,0.4675,1.0,1.75,0.5,2,2,10,0,0,0,2,0,0,0,2,Southpaw,175.26,180.34,135,32,32,2,0,-2,-2,2,-10,0,0,0,-10.16,-12.7,0,-30.25,-1.0,-1.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:31,151.0,180.0,614.0,295.0,2220.0,215.0,1350.0
Fabio Maldonado,Roger Hollett,-265.0,245,37.73584906,245.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,1,0,0,26.0,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,205,3,0,0,68.75,0.56,1.0,0.5,0.25,1,3,11,0,0,0,0,1,0,0,1,Orthodox,185.42,190.5,205,33,34,2,0,-1,-1,2,-8,0,-1,0,-5.08,-12.7,-1,-42.75,-1.0,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,198.0,446.0,1640.0,950.0,140.0,869.0
John Lineker,Azamat Gashimov,105.0,-115,105.0,86.95652174,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Flyweight,MALE,3,1,0,0,4.0,0.3,0.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,1,0,86.5,0.395,0.0,0.0,0.0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,160.02,170.18,135,22,23,-1,-1,-1,-1,0,-4,0,0,0,7.62,-2.54,-1,-82.5,0.0,1.0,0,1,,8.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2.0,1:07,367.0,620.0,135.0,1025.0,700.0,175.0,1400.0
Jussier Formiga,Chris Cariaso,-165.0,155,60.60606061,155.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Flyweight,MALE,3,1,0,0,51.5,0.488333333,0.166666667,1.166666667,0.318333333,3,2,18,0,0,1,3,0,0,0,4,Southpaw,160.02,160.02,125,1,0,0,9.0,0.24,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,28,31,0,0,3,4,-1,16,0,0,0,-5.08,-10.16,-3,42.5,0.166666667,1.166666667,0,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,Blue,U-DEC,,3.0,5:00,900.0,,236.0,,2240.0,,680.0
Lucas Martins,Jeremy Larsen,-315.0,285,31.74603175,285.0,5/18/2013,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,False,Lightweight,MALE,3,1,0,0,13.0,0.44,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,1,0,0,12.0,0.38,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,145,24,28,0,0,0,0,0,0,0,0,0,-5.08,-5.08,-4,1.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,0:13,613.0,487.0,400.0,480.0,1608.0,-125.0,1300.0
